"","codigo_ocorrencia","ocorrencia_classificacao","ocorrencia_tipo","ocorrencia_tipo_categoria","ocorrencia_tipo_icao","ocorrencia_latitude","ocorrencia_longitude","ocorrencia_cidade","ocorrencia_uf","ocorrencia_aerodromo","ocorrencia_dia","ocorrencia_horario","total_recomendacoes","total_aeronaves_envolvidas","ocorrencia_saida_pista","aeronave_operador_categoria","aeronave_tipo_veiculo","aeronave_fabricante","aeronave_modelo","aeronave_tipo_icao","aeronave_motor_tipo","aeronave_motor_quantidade","aeronave_pmd","aeronave_pmd_categoria","aeronave_assentos","aeronave_ano_fabricacao","aeronave_pais_fabricante","aeronave_pais_registro","aeronave_registro_segmento","aeronave_fase_operacao","aeronave_tipo_operacao","aeronave_nivel_dano","total_fatalidades","fator_nome","fator_aspecto","fator_condicionante","fator_area"
"6035","201411128888658","INCIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-2.4362,-54.7186,"SANTARÉM","PA","SBSN",2014-11-12,16:30:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AEROSPATIALE AND ALENIA","ATR-42-320","AT43","TURBOÉLICE","BIMOTOR","16900","ACIMA DE 5700 KG",50,"1988","FRANÇA","BRASIL","REGULAR","CRUZEIRO","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"6036","201411131842878","INCIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-7.2108,-39.317,"JUAZEIRO DO NORTE","CE","SBJU",2014-11-13,14:20:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A318-122","A318","JATO","BIMOTOR","68000","ACIMA DE 5700 KG",129,"2007","FRANÇA","BRASIL","REGULAR","SUBIDA","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"6037","201411135586802","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-23.4135,-51.4383,"ARAPONGAS","PR",NA,2014-11-13,16:20:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-721C","P32R","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",7,"1980","BRASIL","BRASIL","PARTICULAR","CRUZEIRO","VOO PRIVADO","NENHUM",0,NA,NA,NA,NA
"6038","201411145608685","INCIDENTE","ESTOURO DE PNEU","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE","SCF-NP",-23.1833,-50.6515,"CORNÉLIO PROCÓPIO","PR","SSCP",2014-11-14,11:30:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-810D","PA34","PISTÃO","BIMOTOR","2155","ATÉ 2250 KG",6,"1991","BRASIL","BRASIL","PARTICULAR","CORRIDA APÓS POUSO","VOO PRIVADO","NENHUM",0,NA,NA,NA,NA
"6039","201411157915543","INCIDENTE GRAVE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-27.6339,-50.3558,"CORREIA PINTO","SC","SBLJ",2014-11-15,17:10:00,0,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-115","AB11","PISTÃO","MONOMOTOR","770","ATÉ 2250 KG",2,"1993","ARGENTINA","BRASIL","INSTRUÇÃO","SUBIDA","VOO DE INSTRUÇÃO","NENHUM",0,NA,NA,NA,NA
"6040","201411173233506","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.3644,-52.9047,"CIDADE GAÚCHA","PR",NA,2014-11-17,17:58:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-235","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1976","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","DESTRUÍDA",1,"MOTIVAÇÃO","ASPECTO PSICOLÓGICO","INDIVIDUAL","FATOR HUMANO"
"6041","201411173233506","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.3644,-52.9047,"CIDADE GAÚCHA","PR",NA,2014-11-17,17:58:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-235","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1976","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","DESTRUÍDA",1,"PROCESSO DECISÓRIO","ASPECTO PSICOLÓGICO","INDIVIDUAL","FATOR HUMANO"
"6042","201411173233506","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.3644,-52.9047,"CIDADE GAÚCHA","PR",NA,2014-11-17,17:58:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-235","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1976","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","DESTRUÍDA",1,"CULTURA DO GRUPO DE TRABALHO","ASPECTO PSICOLÓGICO","PSICOSSOCIAL","FATOR HUMANO"
"6043","201411173233506","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.3644,-52.9047,"CIDADE GAÚCHA","PR",NA,2014-11-17,17:58:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-235","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1976","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","DESTRUÍDA",1,"SISTEMAS DE APOIO","ASPECTO PSICOLÓGICO","ORGANIZACIONAL","FATOR HUMANO"
"6044","201411173233506","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.3644,-52.9047,"CIDADE GAÚCHA","PR",NA,2014-11-17,17:58:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-235","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1976","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","DESTRUÍDA",1,"APLICAÇÃO DE COMANDOS","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6045","201411173233506","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.3644,-52.9047,"CIDADE GAÚCHA","PR",NA,2014-11-17,17:58:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-235","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1976","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","DESTRUÍDA",1,"JULGAMENTO DE PILOTAGEM","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6046","201411173233506","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.3644,-52.9047,"CIDADE GAÚCHA","PR",NA,2014-11-17,17:58:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-235","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1976","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","DESTRUÍDA",1,"PLANEJAMENTO DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6047","201411173233506","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.3644,-52.9047,"CIDADE GAÚCHA","PR",NA,2014-11-17,17:58:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-235","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1976","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","DESTRUÍDA",1,"POUCA EXPERIÊNCIA DO PILOTO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6048","201411173233506","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.3644,-52.9047,"CIDADE GAÚCHA","PR",NA,2014-11-17,17:58:00,3,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-235","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1976","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","DESTRUÍDA",1,"SUPERVISÃO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6049","201411186581044","INCIDENTE","ESTOURO DE PNEU","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE","SCF-NP",-23.1877,-46.8853,"JUNDIAÍ","SP","SBJD",2014-11-18,18:30:00,0,1,"NÃO","ESCOLA DE AVIAÇÃO","AVIÃO","CESSNA AIRCRAFT","172S","C172","PISTÃO","MONOMOTOR","1157","ATÉ 2250 KG",4,"2007","ESTADOS UNIDOS","BRASIL","INSTRUÇÃO","CORRIDA APÓS POUSO","VOO DE INSTRUÇÃO","NENHUM",0,NA,NA,NA,NA
"6050","201411188253931","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-23.3122,-51.1628,"LONDRINA","PR","SBLO",2014-11-18,22:30:00,0,1,"NÃO","AEROCLUBE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-711ST","P28T","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",4,"1988","BRASIL","BRASIL","INSTRUÇÃO","CIRCUITO DE TRÁFEGO","VOO DE INSTRUÇÃO","NENHUM",0,NA,NA,NA,NA
"6051","201411194139870","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-22.9792,-46.5375,"BRAGANÇA PAULISTA","SP","SBBP",2014-11-19,11:25:00,0,1,"NÃO","AEROCLUBE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","56-B","PAUL","PISTÃO","MONOMOTOR","660","ATÉ 2250 KG",2,"1963","BRASIL","BRASIL","INSTRUÇÃO","TÁXI","VOO DE INSTRUÇÃO","SUBSTANCIAL",0,NA,NA,NA,NA
"6052","201411195595523","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-1.4598,-48.4878,"BELÉM","PA","SBBE",2014-11-19,20:20:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AEROSPATIALE AND ALENIA","ATR-72-212A","AT72","TURBOÉLICE","BIMOTOR","22500","ACIMA DE 5700 KG",73,"2008","FRANÇA","BRASIL","REGULAR","DECOLAGEM","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"6053","201411198975396","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-19.6299,-43.9956,"CONFINS","MG","SBCF",2014-11-19,20:40:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AEROSPATIALE AND ALENIA","ATR-72-212A","AT72","TURBOÉLICE","BIMOTOR","23000","ACIMA DE 5700 KG",75,"2012","FRANÇA","BRASIL","REGULAR","SUBIDA","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"6054","201411201317027","INCIDENTE","ESTOURO DE PNEU","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE","SCF-NP",-23.1877,-46.8853,"JUNDIAÍ","SP","SBJD",2014-11-20,12:46:00,0,1,"NÃO","ESCOLA DE AVIAÇÃO","AVIÃO","CESSNA AIRCRAFT","152","C152","PISTÃO","MONOMOTOR","757","ATÉ 2250 KG",2,"1980","ESTADOS UNIDOS","BRASIL","INSTRUÇÃO","CORRIDA APÓS POUSO","VOO DE INSTRUÇÃO","NENHUM",0,NA,NA,NA,NA
"6055","201411218243506","ACIDENTE","INDETERMINADO","INDETERMINADO","UNK",-23.1756,-53.2339,"SANTA ISABEL DO IVAÍ","PR",NA,2014-11-21,10:05:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-201","IPAN","PISTÃO","MONOMOTOR","1800","ATÉ 2250 KG",1,"1976","BRASIL","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","SUBSTANCIAL",0,NA,NA,NA,NA
"6056","201411241980315","INCIDENTE","COM PARA-BRISAS / JANELA / PORTA","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE","SCF-NP",-2.9662,-60.2105,"MANAUS","AM",NA,2014-11-24,11:05:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AEROSPATIALE AND ALENIA","ATR-42-320","AT43","TURBOÉLICE","BIMOTOR","16900","ACIMA DE 5700 KG",50,"1988","FRANÇA","BRASIL","REGULAR","CRUZEIRO","VOO REGULAR","LEVE",0,NA,NA,NA,NA
"6057","201411253246249","INCIDENTE","VAZAMENTO DE OUTROS FLUIDOS","OUTROS","OTHR",-13.0148,-38.4881,"SALVADOR","BA",NA,2014-11-25,20:50:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","CESSNA AIRCRAFT","750","C750","JATO","BIMOTOR","16194","ACIMA DE 5700 KG",10,"2000","ESTADOS UNIDOS","BRASIL","PARTICULAR","CRUZEIRO","VOO PRIVADO","NENHUM",0,NA,NA,NA,NA
"6058","201411273468954","INCIDENTE","OUTROS","OUTROS","OTHR",-22.3687,-41.7751,"MACAÉ","RJ","SBME",2014-11-27,11:20:00,0,1,"NÃO","OPERADOR DE AERONAVE","HELICÓPTERO","EUROCOPTER FRANCE","EC 225 LP","EC25","TURBOEIXO","BIMOTOR","11000","ACIMA DE 5700 KG",21,"2009","FRANÇA","BRASIL","TÁXI AÉREO","TÁXI","TÁXI AÉREO","NENHUM",0,NA,NA,NA,NA
"6059","201411274030464","INCIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-30.03,-51.2287,"PORTO ALEGRE","RS",NA,2014-11-27,04:43:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BOEING COMPANY","727-225","B722","JATO","TRIMOTOR","88360","ACIMA DE 5700 KG",5,"1980","ESTADOS UNIDOS","BRASIL","REGULAR","CRUZEIRO","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"6060","201411276280679","INCIDENTE","CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO","OUTROS","OTHR",-22.8767,-43.2279,"RIO DE JANEIRO","RJ",NA,2014-11-27,03:00:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","HAWKER BEECHCRAFT","390","PRM1","JATO","BIMOTOR","5670","ENTRE 2250 E 5700 KG",8,"2005","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CRUZEIRO","TÁXI AÉREO","NENHUM",0,NA,NA,NA,NA
"6061","201411291903740","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-19.9375,-43.9265,"BELO HORIZONTE","MG","SBPR",2014-11-29,13:06:00,0,1,"NÃO","OPERADOR PARTICULAR","ULTRALEVE",NA,"VENTURA IAM","ULAC","PISTÃO","MONOMOTOR","550","ATÉ 2250 KG",2,"2009","NÃO IDENTIFICADO","BRASIL","EXPERIMENTAL","DECOLAGEM","VOO EXPERIMENTAL","SUBSTANCIAL",0,NA,NA,NA,NA
"6062","201411305314848","INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-23.5069,-46.6342,"SÃO PAULO","SP","SBMT",2014-11-30,16:40:00,0,1,"SIM","AEROCLUBE","AVIÃO","DIAMOND AIRCRAFT","DA20-C1","DV20","PISTÃO","MONOMOTOR","800","ATÉ 2250 KG",2,"2012","AUSTRIA","BRASIL","INSTRUÇÃO","CORRIDA APÓS POUSO","VOO DE INSTRUÇÃO","NENHUM",0,NA,NA,NA,NA
"6063","201411308318483","ACIDENTE","PANE SECA","COMBUSTÍVEL","FUEL",-6.8472,-51.2678,"TUCUMÃ","PA",NA,2014-11-30,16:14:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-710C","P28B","PISTÃO","MONOMOTOR","1361","ATÉ 2250 KG",4,"1977","BRASIL","BRASIL","PARTICULAR","CRUZEIRO","VOO PRIVADO","SUBSTANCIAL",0,"PLANEJAMENTO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6064","201411308318483","ACIDENTE","PANE SECA","COMBUSTÍVEL","FUEL",-6.8472,-51.2678,"TUCUMÃ","PA",NA,2014-11-30,16:14:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-710C","P28B","PISTÃO","MONOMOTOR","1361","ATÉ 2250 KG",4,"1977","BRASIL","BRASIL","PARTICULAR","CRUZEIRO","VOO PRIVADO","SUBSTANCIAL",0,"SUPERVISÃO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6065","201411308612929","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-18.7184,-39.8582,"SÃO MATEUS","ES","SNMX",2014-11-30,19:18:00,0,1,"NÃO","OPERADOR PARTICULAR","ULTRALEVE",NA,"KOLB FLYER SS","ULAC","PISTÃO","MONOMOTOR","650","ATÉ 2250 KG",2,"2009","NÃO IDENTIFICADO","BRASIL","EXPERIMENTAL","ARREMETIDA NO AR","VOO EXPERIMENTAL","DESTRUÍDA",0,NA,NA,NA,NA
"6066","201412014691442","INCIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-10.9072,-37.0482,"ARACAJU","SE","SBAR",2014-12-01,20:35:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","FOKKER","F28MK0100","F100","JATO","BIMOTOR","44450","ACIMA DE 5700 KG",107,"1993","HOLANDA","BRASIL","REGULAR","SUBIDA","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"6067","201412026482813","INCIDENTE GRAVE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-21.7258,-49.6517,"LINS","SP",NA,2014-12-02,15:40:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-260","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1970","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","VOO PRIVADO","NENHUM",0,"PROCESSOS ORGANIZACIONAIS","ASPECTO PSICOLÓGICO","ORGANIZACIONAL","FATOR HUMANO"
"6068","201412026482813","INCIDENTE GRAVE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-21.7258,-49.6517,"LINS","SP",NA,2014-12-02,15:40:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-25-260","PA25","PISTÃO","MONOMOTOR","1315","ATÉ 2250 KG",1,"1970","ESTADOS UNIDOS","BRASIL","AGRÍCOLA","ESPECIALIZADA","VOO PRIVADO","NENHUM",0,"PLANEJAMENTO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6069","201412029632725","INCIDENTE","ESTOURO DE PNEU","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE","SCF-NP",-22.9073,-47.0602,"CAMPINAS","SP","SDAM",2014-12-02,16:20:00,0,1,"NÃO","AEROCLUBE","AVIÃO","CESSNA AIRCRAFT","152","C152","PISTÃO","MONOMOTOR","757","ATÉ 2250 KG",2,"1981","ESTADOS UNIDOS","BRASIL","INSTRUÇÃO","CORRIDA APÓS POUSO","VOO DE INSTRUÇÃO","LEVE",0,NA,NA,NA,NA
"6070","201412032134334","ACIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-19.7672,-48.3692,"VERÍSSIMO","MG",NA,2014-12-03,12:53:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","EMBRAER","EMB-202","IPAN","PISTÃO","MONOMOTOR","1800","ATÉ 2250 KG",1,"2011","BRASIL","BRASIL","AGRÍCOLA","ESPECIALIZADA","OPERAÇÃO AGRÍCOLA","SUBSTANCIAL",0,"JULGAMENTO DE PILOTAGEM","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6071","201412035091372","INCIDENTE","ESTOURO DE PNEU","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE","SCF-NP",-4.9185,-42.8118,"TERESINA","PI","SBTE",2014-12-03,10:00:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-810D","PA34","PISTÃO","BIMOTOR","2155","ATÉ 2250 KG",6,"1992","BRASIL","BRASIL","PARTICULAR","CORRIDA APÓS POUSO","VOO PRIVADO","LEVE",0,NA,NA,NA,NA
"6072","201412035793883","INCIDENTE","OUTROS","OUTROS","OTHR",-22.3687,-41.7751,"MACAÉ","RJ","SBME",2014-12-03,12:55:00,0,1,"NÃO","OPERADOR DE AERONAVE","HELICÓPTERO","SIKORSKY AIRCRAFT","S-76A","S76","TURBOEIXO","BIMOTOR","4763","ENTRE 2250 E 5700 KG",14,"1981","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","APROXIMAÇÃO FINAL","TÁXI AÉREO","NENHUM",0,NA,NA,NA,NA
"6073","201412056926441","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-8.6033,-38.5447,"FLORESTA","PE",NA,2014-12-05,14:30:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","IPAN","PISTÃO","MONOMOTOR","1800","ATÉ 2250 KG",1,"1979","BRASIL","BRASIL","AGRÍCOLA","DECOLAGEM","OPERAÇÃO AGRÍCOLA","SUBSTANCIAL",0,"APLICAÇÃO DE COMANDOS","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6074","201412056926441","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-8.6033,-38.5447,"FLORESTA","PE",NA,2014-12-05,14:30:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","IPAN","PISTÃO","MONOMOTOR","1800","ATÉ 2250 KG",1,"1979","BRASIL","BRASIL","AGRÍCOLA","DECOLAGEM","OPERAÇÃO AGRÍCOLA","SUBSTANCIAL",0,"INDISCIPLINA DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6075","201412056926441","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-8.6033,-38.5447,"FLORESTA","PE",NA,2014-12-05,14:30:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","IPAN","PISTÃO","MONOMOTOR","1800","ATÉ 2250 KG",1,"1979","BRASIL","BRASIL","AGRÍCOLA","DECOLAGEM","OPERAÇÃO AGRÍCOLA","SUBSTANCIAL",0,"JULGAMENTO DE PILOTAGEM","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6076","201412056926441","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-8.6033,-38.5447,"FLORESTA","PE",NA,2014-12-05,14:30:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","IPAN","PISTÃO","MONOMOTOR","1800","ATÉ 2250 KG",1,"1979","BRASIL","BRASIL","AGRÍCOLA","DECOLAGEM","OPERAÇÃO AGRÍCOLA","SUBSTANCIAL",0,"PLANEJAMENTO DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6077","201412056926441","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-8.6033,-38.5447,"FLORESTA","PE",NA,2014-12-05,14:30:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","IPAN","PISTÃO","MONOMOTOR","1800","ATÉ 2250 KG",1,"1979","BRASIL","BRASIL","AGRÍCOLA","DECOLAGEM","OPERAÇÃO AGRÍCOLA","SUBSTANCIAL",0,"POUCA EXPERIÊNCIA DO PILOTO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6078","201412056926441","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-8.6033,-38.5447,"FLORESTA","PE",NA,2014-12-05,14:30:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","IPAN","PISTÃO","MONOMOTOR","1800","ATÉ 2250 KG",1,"1979","BRASIL","BRASIL","AGRÍCOLA","DECOLAGEM","OPERAÇÃO AGRÍCOLA","SUBSTANCIAL",0,"SUPERVISÃO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"6079","201412066751804","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-20.3633,-54.4906,"CAMPO GRANDE","MS",NA,2014-12-06,10:21:00,1,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1974","ESTADOS UNIDOS","BRASIL","PARTICULAR","SUBIDA","VOO PRIVADO","DESTRUÍDA",2,"DESORIENTAÇÃO","ASPECTO MÉDICO",NA,"FATOR HUMANO"
